date,station_id,latitude,longitude,observed_temp,modeled_temp
2010-01-01,STN001,48.807459357415574,-104.29264230628205,4.846258096800755,2.405771172224567
2010-01-01,STN002,41.618037275670645,-71.09100639573825,7.334190930398346,4.291591067882858
2010-01-01,STN003,44.48062419815129,-77.62506750277436,3.787901124015902,2.090386213220435
2010-01-01,STN004,37.40521374448705,-102.39508964930596,8.378226181146902,5.8216263898336305
2010-01-01,STN005,30.463983039281377,-90.01515925124028,1.5894248846046932,0.32092397407243445
2010-01-01,STN006,36.78129021516463,-70.74449413658527,5.029147767083595,2.474753590891638
2010-01-01,STN007,30.39902198866472,-98.97258473317656,3.8769058273193937,2.8024346446181227
2010-01-01,STN008,40.07979597990117,-70.19810201655349,4.811951453739293,3.656484147496387
2010-01-01,STN009,42.86791979493192,-71.54819340070024,4.282693186351456,2.189973119015623
2010-01-01,STN010,36.541071301521676,-91.10742316624984,6.17938565852154,4.565339310710886
2010-01-02,STN001,48.807459357415574,-104.29264230628205,3.891627660792213,1.4520758711432251
2010-01-02,STN002,41.618037275670645,-71.09100639573825,3.1058793661365987,1.6338866834524153
2010-01-02,STN003,44.48062419815129,-77.62506750277436,5.585514047076266,3.0783618326982354
2010-01-02,STN004,37.40521374448705,-102.39508964930596,4.525194847464062,3.3796534639072635
2010-01-02,STN005,30.463983039281377,-90.01515925124028,3.0152548932377092,1.3151051441526753
2010-01-02,STN006,36.78129021516463,-70.74449413658527,7.387899427351862,4.478273936454968
2010-01-02,STN007,30.39902198866472,-98.97258473317656,4.539783232267572,3.0723770676805047
2010-01-02,STN008,40.07979597990117,-70.19810201655349,4.625747116206263,3.32887213552164
2010-01-02,STN009,42.86791979493192,-71.54819340070024,5.280216880678641,3.2162087968605824
2010-01-02,STN010,36.541071301521676,-91.10742316624984,5.390563646200671,3.975357812478347
2010-01-03,STN001,48.807459357415574,-104.29264230628205,5.715289831307713,3.115935507761019
2010-01-03,STN002,41.618037275670645,-71.09100639573825,3.9716020285271814,1.9466204932562845
2010-01-03,STN003,44.48062419815129,-77.62506750277436,7.092617207881617,4.986572439073449
2010-01-03,STN004,37.40521374448705,-102.39508964930596,8.690209260362375,6.055680384132042
2010-01-03,STN005,30.463983039281377,-90.01515925124028,4.277583085699059,1.611649452461488
2010-01-03,STN006,36.78129021516463,-70.74449413658527,7.055530614134183,3.5297221038311863
2010-01-03,STN007,30.39902198866472,-98.97258473317656,4.841341965230287,2.9971966782239146
2010-01-03,STN008,40.07979597990117,-70.19810201655349,6.88944097412573,5.343634921424575
2010-01-03,STN009,42.86791979493192,-71.54819340070024,6.4688149358665825,3.970985268755816
2010-01-03,STN010,36.541071301521676,-91.10742316624984,4.914858988431895,4.131601845876702
2010-01-04,STN001,48.807459357415574,-104.29264230628205,4.994495627044253,2.5787049790462864
2010-01-04,STN002,41.618037275670645,-71.09100639573825,4.6927132102443805,2.2225766624278513
2010-01-04,STN003,44.48062419815129,-77.62506750277436,6.139745993975817,4.580443324826091
2010-01-04,STN004,37.40521374448705,-102.39508964930596,7.485863959506127,4.835980255343949
2010-01-04,STN005,30.463983039281377,-90.01515925124028,3.3190217343410406,2.1015184037961316
2010-01-04,STN006,36.78129021516463,-70.74449413658527,5.480948521723207,2.6835061645593856
2010-01-04,STN007,30.39902198866472,-98.97258473317656,6.160090740633638,3.917869039451513
2010-01-04,STN008,40.07979597990117,-70.19810201655349,6.750037602498972,5.119711330796739
2010-01-04,STN009,42.86791979493192,-71.54819340070024,5.455145521955837,3.5292792876396253
2010-01-04,STN010,36.541071301521676,-91.10742316624984,5.946345189005819,4.607061342049604
2010-01-05,STN001,48.807459357415574,-104.29264230628205,2.979635011241998,0.7882246586151833
2010-01-05,STN002,41.618037275670645,-71.09100639573825,1.6863746748342328,0.1350497117580295
2010-01-05,STN003,44.48062419815129,-77.62506750277436,6.609618558465022,4.810253255269748
2010-01-05,STN004,37.40521374448705,-102.39508964930596,7.072803649721913,4.992433939553383
