date,station_id,latitude,longitude,observed_precip,modeled_precip,obs_binary_precip,mod_binary_precip
2010-01-01,STN001,47.603050937775535,-79.03755061132594,0.0,0.11610760763862085,0,1
2010-01-01,STN002,45.47276063946807,-85.60466156640022,0.0,0.010643828112280563,0,0
2010-01-01,STN003,38.1756378263665,-99.64533623971502,0.0,0.04840965844373587,0,0
2010-01-01,STN004,46.523797321327095,-108.21388361851848,0.0,0.0466610285588283,0,0
2010-01-01,STN005,48.436128455850294,-103.67633490186596,0.0,0.0942992946438364,0,0
2010-01-01,STN006,38.18319581914975,-96.6104275580796,0.0,0.1687841084254117,0,1
2010-01-01,STN007,41.00636595071939,-83.2135371154318,0.0,0.13953134877944026,0,1
2010-01-01,STN008,47.29370653896363,-88.39169584370501,0.2117481636547535,0.2085028310396886,1,1
2010-01-01,STN009,32.59616221920795,-82.71494743988976,0.0,0.05586213899092718,0,0
2010-01-01,STN010,32.31727498572507,-115.03528023447078,0.024670822541928112,0.2295823509039262,0,1
2010-01-02,STN001,47.603050937775535,-79.03755061132594,1.885716775648561e-07,0.3343462901523424,0,1
2010-01-02,STN002,45.47276063946807,-85.60466156640022,0.0,0.00040166140778792223,0,0
2010-01-02,STN003,38.1756378263665,-99.64533623971502,0.0,0.006235025645692882,0,0
2010-01-02,STN004,46.523797321327095,-108.21388361851848,0.0,0.10719456682878022,0,1
2010-01-02,STN005,48.436128455850294,-103.67633490186596,0.0,0.19629576287075243,0,1
2010-01-02,STN006,38.18319581914975,-96.6104275580796,0.012008282637450487,0.3099019349928905,0,1
2010-01-02,STN007,41.00636595071939,-83.2135371154318,0.0,0.07301151429509432,0,0
2010-01-02,STN008,47.29370653896363,-88.39169584370501,0.0,0.11937472375619128,0,1
2010-01-02,STN009,32.59616221920795,-82.71494743988976,0.0,0.04361991601727069,0,0
2010-01-02,STN010,32.31727498572507,-115.03528023447078,0.0,0.15707695914220007,0,1
2010-01-03,STN001,47.603050937775535,-79.03755061132594,0.5259742234143904,0.8131799588602205,1,1
2010-01-03,STN002,45.47276063946807,-85.60466156640022,0.0,0.012673690027832946,0,0
2010-01-03,STN003,38.1756378263665,-99.64533623971502,0.6083939771893413,0.764307896686106,1,1
2010-01-03,STN004,46.523797321327095,-108.21388361851848,0.0,0.3625803391498834,0,1
2010-01-03,STN005,48.436128455850294,-103.67633490186596,3.3955081698467366,3.2096987641244277,1,1
2010-01-03,STN006,38.18319581914975,-96.6104275580796,3.5383313189059344,3.032324841172826,1,1
2010-01-03,STN007,41.00636595071939,-83.2135371154318,0.431120329561855,0.5494632436881197,1,1
2010-01-03,STN008,47.29370653896363,-88.39169584370501,0.0,0.08792248810248332,0,0
2010-01-03,STN009,32.59616221920795,-82.71494743988976,0.08966065619182331,0.1456078417863687,0,1
2010-01-03,STN010,32.31727498572507,-115.03528023447078,0.1329361482743616,0.2506054642415898,1,1
2010-01-04,STN001,47.603050937775535,-79.03755061132594,0.0,0.06886062709205464,0,0
2010-01-04,STN002,45.47276063946807,-85.60466156640022,0.51418340853483,0.6206233815681732,1,1
2010-01-04,STN003,38.1756378263665,-99.64533623971502,0.9415606427810165,0.8599465140757955,1,1
2010-01-04,STN004,46.523797321327095,-108.21388361851848,0.0,0.00429010153922789,0,0
2010-01-04,STN005,48.436128455850294,-103.67633490186596,0.0,0.20237060753071512,0,1
2010-01-04,STN006,38.18319581914975,-96.6104275580796,0.1381107954609613,0.4842479897652916,1,1
2010-01-04,STN007,41.00636595071939,-83.2135371154318,0.0,0.03972308476285294,0,0
2010-01-04,STN008,47.29370653896363,-88.39169584370501,1.1056645978265367,1.0681341736168728,1,1
2010-01-04,STN009,32.59616221920795,-82.71494743988976,0.0,0.07668230455278421,0,0
2010-01-04,STN010,32.31727498572507,-115.03528023447078,0.3133797100766611,0.38069556379826475,1,1
2010-01-05,STN001,47.603050937775535,-79.03755061132594,0.0,0.08357500396201775,0,0
